@relation langid_train

@attribute language_class {EN,FR,SP}
@attribute text String

@data
EN,'His appointment will be effective from May 2 for next four years, an official announcement said on Thursday.'
EN,'Ms Ashman appealed to Blackfriars Crown Court in October 2004 backed by evidence from an animal behaviourist that Tyson was a friendly dog.'
EN,'Clijsters\'s double triumph has rocketed her up the rankings from 133rd to 17th, and has also made her one of the favorites for next month\'s French Open.'
EN,'It\'s a matter of whether the new pope is going to reach out as much and connect to the various constituencies around the world as much as the previous pope,\" said Roland Rust, chairman of the University of Maryland\'s marketing department.\"'
EN,'Teacher Margaret Gilmore was the International Day chairman for Germantown Middle School.'
EN,'WASHINGTON - Contractors for the former Coalition Provisional Authority in Iraq can be sued in U.S. courts under an anti-war-profiteering law, the Justice Department contended in a federal case Friday.'
EN,'By a 44-31 vote, lawmakers sent the Senate a bill by Assemblyman Paul Koretz, D-West Hollywood, that is modeled after a New York law.'
EN,'Some of the questions include why nonresidents were allowed to enter into drug court and why people remained in the program for more than the two-year maximum.'
EN,'As it regards Islam, it is well-known for its sexist codes and rules.'
EN,'Far from getting narrower, the divide continues to widen.'
EN,'Nick Corona had three kills, including the game-winner, as Staples ran off six of the next eight points to close out the first game.'
EN,'The father, 45, hopped off his bike, opened the bag and saw what looked like a woman\'s leg, cops said.'
EN,'He was born and raised in the North End of Boston and worked for many years in Haymarket Square, selling fruits and vegetables, and he then retired to Portsmouth.'
EN,'It might not have preservatives, but that isn\'t always a good thing,\" says Gail Frank, R.D., Dr.Ph., a professor of nutrition at California State University, Long Beach.And don\'t confuse \"natural\" with \"organic.\"'
EN,'Arledge had not sought medical attention, the coroner said.'
EN,'He splashed out &pound;130,000 to buy her a home and other presents have included a car.'
EN,'Last year, he was inducted into the Indiana Associated Press Broadcast Association Hall of Fame.'
EN,'Parking meters filled a beach parking lot, but the fees were 75 cents an hour and there appeared to be no time limit.'
EN,'As Sydneysiders rugged up for a weekend of drizzle and biting wind, catchments for the Warragamba, Upper Nepean, Woronora, Shoalhaven and Blue Mountains dams received the best rainfall since the end of March, when about 60mm fell in five days.'
EN,'Luckily the whole system wedged so I had to reboot and the PowerBook seems OK now (and has the right setting for the default browser).'
EN,'The current election district lines were drawn after the 2000 census and went into effect for the 2002 election, Garvin said.'
EN,'Stocks moved higher Monday as investors extended last week\'s rally and pushed Apple Computer Inc. higher on a report that it was in talks about using Intel Corp. microprocessors in the Macintosh computer line.'
EN,'All I want is someone to give me the chance to rebuild my life.'
EN,'The changelog (contained within this release) is as follows:'
EN,'Mr Anderson said the recent issuing of new security passes to airport workers focused on terrorism, rather than crime, and it was possible people who had served jail sentences were employed at airports.'
EN,'The fee includes $50 to participate in a sport and $20 for transportation to games.'
EN,'Abdul Latif of Rajouri said a visit to the hospital reveals that it is not a government hospital but a Nursing home run by a private firm.'
EN,'Friday\'s City Utilities lake storage is 92.5 percent.'
EN,'The program helped connect 16-year-old Sarah Thede of Boone, Iowa, with other military kids.'
EN,'\"It seems like a no-brainer to me.\"'
EN,'Angela Whitehead, from Llanon, near Aberystwyth, was arrested in February on arriving at Leeds Bradford International Airport on a flight from Spain.'
EN,'April 14 at Sujata Sadan; 6.45 pm: Sandarva presents Murkir Hnari.'
EN,'Arasi holds an Ed.S. degree from the University of Georgia.'
EN,'The event is being hosted at Saddle Creek Golf Club in Copperopolis, a par-72 layout playing 6,826 yards.'
EN,'In the last 5 years, Circuit City has relocated 38 stores, of which 24 have been open for more than six months.'
EN,'GTA designer David Jones announces first next-gen project.'
EN,'Short-hop fares into and out of tiny markets also are pricier than usual.'
EN,'Get all the menu details in Friday\'s Ledger-Enquirer.'
EN,'Tbilisi wants Moscow to withdraw the base.'
EN,'That guy was squeaky clean, and I was prepared to make a motion to put him back to work,\" he said of Crayton.'
EN,'As in so many other Midwest cities, the traditional manufacturing and financial core was melting away.'
EN,'It will be unveiled at different neighborhood association meetings throughout the summer.'
EN,'\"But it\'s really important for us to understand the reproduction of these animals.\"'
EN,'One moment, Mickelson was looking at a two-stroke cushion with two holes to play.'
EN,'Since that game Bayern have taken all three points from every match they have played, while Schalke have lost five of their eight games over the same period.'
EN,'I think we are as prepared as we can be and the faculty scrimmages have helped,\" Elrod said.'
EN,'But there was a rush of bets last night and the potential Labour majority predicted by the markets leapt from 78 to 90. However, the prices could be extremely volatile in the next 24 hours.'
EN,'It was a tradition,\" he said.'
EN,'New model features from 8 to 16 4 Gb/sec ports.'
EN,'Even a 500-week limit, she said, is too high.'
EN,'As town residents watched and worried as waters rose, whitewater enthusiasts came to enjoy the highest water they had seen in years.'
EN,'Although the insurer booked the money as nontaxable \"commissions,\" the National Tax Agency arm concluded that the money is a taxable \"social expense allowance\" designed to secure the contracts, the sources said.'
EN,'Ms Young had a medical check-up today and was due to reunited with some of her siblings at the Australian embassy in Manila, consul general Frank Evatt said.'
EN,'Markham\'s deep fly to right then ended the game.'
EN,'Commencing next week, defence will lead an Australian government delegation which will commence discussions on the production, sustainment and follow-on development memorandum of understanding,\" he said.'
EN,'Oswalt retired 24 of his final 25 batters and needed only 88 pitches for his second complete game of the season and seventh of his career.'
EN,'Other features of GSM technology and its global adoption that also play well for the emerging operator include:'
EN,'The state\'s mediocre ranking in computer use is due to continued use of older computers that are not capable of using the latest software and a need for staff development so newer teachers are comfortable using computers, Williams said.'
EN,'Conceptual plans for Newberry Place include retail and office buildings, a community clubhouse, senior care facilities and about 583 single-family, multifamily, townhouse and condominium units at M-59 and Pleasant Valley/Fenton Road in Hartland Township.'
EN,'It is Australia\'s worst navy aviation disaster.'
EN,'What he found instead was the worst gimmick in wrestling history, and think of the ground that covers.'
EN,'â€œWe have already have the visa clearance and other documents for 20 guards for sending them to the UAE.'
EN,'There is a very thick line dividing cute (positive connotation) music, from pa-cute (negative connotation) music.'
EN,'Talking to reporters in Toronto, Ontario Health Minister George Smitherman said he was disheartened the disease was taking hold, despite the availability of an effective vaccine.'
EN,'The peso was unchanged at 2.8850 per dollar.'
EN,'They may also believe they can handle the issue on their own.'
EN,'Jenny Senior, who operated on Minogue on Friday afternoon.'
EN,'The first confessed: \"I have a terrible gambling problem.'
